job,number,place,pub_time,title
技术类,2,深圳,2019-04-28,22989-腾讯云块存储底层开发工程师（深圳）
职能类,7,深圳,2019-04-28,21527-腾讯音乐风险管理及内部控制分析师（深圳）
设计类,2,深圳,2019-04-28,21309-在线教育-高级品牌设计师（深圳）
技术类,1,深圳,2019-04-28,21309-创新产品-iOS开发工程师（深圳）
职能类,1,成都,2019-04-28,CD-安全经理（成都）
设计类,1,北京,2019-04-28,31677-腾讯车联高级视觉设计师（北京）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云生态高级产品经理（深圳）
技术类,2,深圳,2019-04-28,S2-Java应用开发工程师（深圳）
技术类,2,深圳,2019-04-28,22989-腾讯云资源管理规划工程师（深圳）
设计类,2,深圳,2019-04-28,21309-3D动画设计师（深圳）
技术类,3,深圳,2019-04-28,TEG05-Linux后台开发工程师（深圳）
技术类,2,成都,2019-04-28,26699-智慧零售后台研发工程师（成都）
技术类,1,深圳,2019-04-28,25924-后台开发工程师（深圳）
技术类,1,广州,2019-04-28,WXG10-113 企业微信Web后台开发工程师（广州）
技术类,1,北京,2019-04-28,WXG08-122 微信搜索机器学习算法工程师（北京）
职能类,1,深圳,2019-04-28,14173-领导力专家（深圳/上海/北京）
技术类,1,深圳,2019-04-28,22989-腾讯云音视频高级开发工程师（深圳）
设计类,1,上海,2019-04-28,15614-技术美术（上海）
内容编辑类,1,成都,2019-04-28,15575-《王者荣耀》动画影视主编（成都）
产品/项目类,1,深圳,2019-04-28,PCG09-QQ看点产品策划经理（互动类）
市场类,2,上海,2019-04-28,25666-游戏云KA sales
技术类,1,深圳,2019-04-28,18427-理财通开发工程师
技术类,1,上海,2019-04-28,15614-UE4手游客户端开发（上海）
设计类,1,成都,2019-04-28,15575-《王者荣耀》资深美术宣传图原画设计师（成都）
职能类,3,上海,2019-04-28,AQ-司法协作经理（上海）
市场类,2,深圳,2019-04-28,25666-游戏云KA sales
技术类,4,上海,2019-04-28,25924-内容AI算法工程师（上海）
技术类,2,深圳,2019-04-28,22989-腾讯云PAAS产品中心web前端开发（深圳）
技术类,1,深圳,2019-04-28,25923-海外游戏技术运营工程师（深圳）
技术类,1,深圳,2019-04-28,22989-高级Linux内核/虚拟化运维工程师（深圳）
技术类,1,北京,2019-04-28,CSIG16-地图POI平台前端Web研发工程师
技术类,1,深圳,2019-04-28,PCG04-高级测试开发工程师（深圳）
技术类,1,深圳,2019-04-28,TEG13-运维开发工程师（深圳）
市场类,1,深圳,2019-04-28,27192-互娱商业分析经理（深圳）
技术类,1,深圳,2019-04-28,HY6-互娱运营开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,16175-日本商业化策划（深圳）
职能类,2,北京,2019-04-28,29050-CII政策发展经理
技术类,1,深圳,2019-04-28,PCG04-AI线上实验平台高级研发工程师（深圳）
职能类,2,深圳,2019-04-28,29050-CII产品合规经理
产品/项目类,1,深圳,2019-04-28,25928-项目管理经理（深圳）
设计类,2,深圳,2019-04-28,22989-腾讯云UI开发工程师（深圳）
市场类,1,深圳,2019-04-28,WXG09-332 微信支付高级品牌经理（深圳）
产品/项目类,1,深圳,2019-04-28,TME-全民K歌产品运营策划（深圳）
职能类,2,北京,2019-04-28,29050-CII产品合规经理
职能类,2,深圳,2019-04-28,29050-跨境安全经理/专家
职能类,2,深圳,2019-04-28,29050-CII政策发展经理
市场类,5,韩国,2019-04-28,25666-Tencent Cloud BD Manager – Gaming（Overseas - Japan/Korea）
技术类,1,深圳,2019-04-28,28603-113 微信支付核心资金开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,25669-腾讯云社群运营经理（深圳）
职能类,2,北京,2019-04-28,29050-跨境安全经理/专家
技术类,1,深圳,2019-04-28,18796-专项技术测试(深圳）
,1,深圳,2019-04-28,TB-投资运营经理（增值服务）
技术类,2,深圳,2019-04-28,28994-区块链底层开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,25669-腾讯云课程运营经理（深圳）
市场类,1,太原,2019-04-28,HY6-互娱内容营销方向市场推广经理（太原）
技术类,1,深圳,2019-04-28,CSIG17-测试开发高级工程师
技术类,1,深圳,2019-04-28,18435-数据平台开发工程师
市场类,2,深圳,2019-04-28,23295-互娱移动游戏渠道营销拓展渠道经理（深圳）
技术类,1,上海,2019-04-28,21229-iOS资深研发工程师（上海）
技术类,5,日本,2019-04-28,25663-Tencent cloud game solution architect (overseas)（日本/韩国）
技术类,1,广州,2019-04-28,WXG02-153 微信质量管理工程师（运营QA）（ 广州/深圳）
市场类,1,深圳,2019-04-28,23295-互娱游戏品牌合作经理（深圳）
技术类,1,上海,2019-04-28,21229-Android资深研发工程师（上海）
产品/项目类,1,北京,2019-04-28,CSIG16-导航诱导服务高级产品经理
技术类,2,深圳,2019-04-28,TEG01-自然语言处理工程师（深圳）
技术类,1,广州,2019-04-28,WXG02-136 微信运营资源规划工程师（广州）
技术类,1,广州,2019-04-28,WXG02-113 微信分布式架构后台工程师（广州）
技术类,1,广州,2019-04-28,WXG02-113 微信后台开发工程师（广州）
产品/项目类,1,上海,2019-04-28,24987-FPS游戏运营活动策划
技术类,1,广州,2019-04-28,WXG02-133 微信小程序运维工程师（广州）
技术类,2,深圳,2019-04-28,WXG02-133 微信支付运维工程师（深圳）
技术类,2,广州,2019-04-28,WXG02-113 微信分布式架构高级后台工程师（广州）
技术类,1,成都,2019-04-28,22989-腾讯云视频云产品技术支持（成都）
技术类,1,广州,2019-04-28,WXG08-122 微信翻译算法工程师（广州）
市场类,4,深圳,2019-04-28,25666-工业交通客户经理
技术类,5,北京,2019-04-28,CSIG16-地图数据平台Web前端研发工程师
技术类,1,北京,2019-04-28,CSIG16-高级安全工程师 
产品/项目类,2,深圳,2019-04-28,30360-QQ空间产品运营经理
技术类,2,韩国,2019-04-28,25663-腾讯云游戏解决方案架构师（海外）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云大数据应用高级产品经理（深圳）
技术类,4,深圳,2019-04-28,TEG12-后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,30933-王者荣耀全球版-手游服务器开发工程师
市场类,1,韩国,2019-04-28,25666-腾讯云游戏商务拓展（面向海外）（日本/韩国）
技术类,1,深圳,2019-04-28,PCG04-数据挖掘工程师（深圳）
技术类,1,深圳,2019-04-28,PCG14-应用宝前端开发工程师（深圳）
技术类,1,上海,2019-04-28,19332-数据挖掘组leader（上海）
技术类,1,广州,2019-04-28,WXG02-113 微信安全后台开发工程师（广州/深圳）
产品/项目类,1,深圳,2019-04-28,28297-RTS手游商业化和活动策划
市场类,1,北京,2019-04-28,25666-教育云商务拓展（北京/成都）
市场类,1,深圳,2019-04-28,26699-智慧零售高级市场传播经理
技术类,1,深圳,2019-04-28,TEG03-广告推荐运维工程师（深圳）
产品/项目类,1,深圳,2019-04-28,28297-RTS手游本地化策划
产品/项目类,1,深圳,2019-04-28,TME-QQ音乐商业化产品策划（深圳）
产品/项目类,1,深圳,2019-04-28,25664-腾讯云政府生态合作经理（深圳、北京）
技术类,1,深圳,2019-04-28,15605-手游客户端开发工程师（深圳）
市场类,1,北京,2019-04-28,30627-腾讯广告SMB婚纱行业运营经理（北京）
技术类,1,深圳,2019-04-28,25928-语音测试开发工程师（深圳）
技术类,2,广州,2019-04-28,25664-运维开发工程师（广州）
产品/项目类,1,上海,2019-04-28,19332-企点产品高级产品经理（上海）
产品/项目类,1,深圳,2019-04-28,25664-服务合作伙伴管理经理（深圳）
产品/项目类,1,深圳,2019-04-28,27092-应用宝游戏产品运营（深圳）
技术类,1,深圳,2019-04-28,25928-分布式数据库系统研发高级工程师（深圳）
产品/项目类,1,深圳,2019-04-28,25664-集成/交付类交付项目经理（深圳）
技术类,1,深圳,2019-04-28,18428-AI应用研发工程师
技术类,1,深圳,2019-04-28,27193-互娱Web前端多媒体互动开发工程师（深圳）
市场类,1,深圳,2019-04-28,23293-互娱战术竞技手游品牌经理（赛事方向）（深圳）
技术类,1,深圳,2019-04-28,TEG11-搜索排序算法工程师(深圳)
技术类,1,深圳,2019-04-28,TME-全民k歌运营开发工程师（深圳）
技术类,1,广州,2019-04-28,WXG02-116 微信小程序专项测试工程师（广州）
技术类,1,深圳,2019-04-28,23295-互娱数据营销平台DMP后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,27092-应用宝高级算法工程师（深圳）
技术类,3,深圳,2019-04-28,TEG17-医学AI算法研究员（深圳）
技术类,2,成都,2019-04-28,15575-《王者荣耀》高级引擎开发工程师（成都）
产品/项目类,1,深圳,2019-04-28,21309-企鹅辅导初高中物理教研教学老师（深圳）
设计类,1,深圳,2019-04-28,CSIG07-桌面安全产品部高级交互设计师（深圳）
技术类,2,深圳,2019-04-28,25928-游戏AI高级算法工程师（深圳）
技术类,1,深圳,2019-04-28,25927-游戏AI平台工程师（深圳）
技术类,1,深圳,2019-04-28,25663-腾讯云海外架构师（北京/上海/深圳）
技术类,1,深圳,2019-04-28,TEG11-反垃圾算法工程师（深圳）
产品/项目类,1,上海,2019-04-28,21229-内部合作运营支持（上海）
技术类,1,深圳,2019-04-28,25927-游戏AI平台高级工程师
产品/项目类,2,深圳,2019-04-28,25925-腾讯游戏VIP高级产品经理（深圳）
技术类,1,北京,2019-04-28,TEG11-高级后台开发工程师（北京）
产品/项目类,1,深圳,2019-04-28,25924-数据分析高级产品经理BI（深圳）
技术类,1,广州,2019-04-28,WXG03-211小程序数据分析（广州）
技术类,1,深圳,2019-04-28,25928-高级移动客户端开发工程师（深圳）
技术类,2,深圳,2019-04-28,TEG11-AI后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,25928-深度学习高级研发工程师（深圳）
技术类,5,北京,2019-04-28,CSIG16-地图大数据挖掘工程师
技术类,1,深圳,2019-04-28,TEG11-高级AI后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,25928-高级语音算法工程师（深圳）
产品/项目类,1,广州,2019-04-28,WXG03-211 公众平台产品运营（广州）
技术类,2,深圳,2019-04-28,25928-分布式机器学习系统高级工程师（深圳）
技术类,1,深圳,2019-04-28,TEG13-安全策略工程师（深圳）
产品/项目类,1,深圳,2019-04-28,TEG03-数据平台产品中心总监（深圳）
技术类,1,深圳,2019-04-28,WXG02-121 微信视频内核高级/专家工程师（深圳/北京/广州/成都/上海）
设计类,1,上海,2019-04-28,29923-天天P图高级UI视觉设计师（上海）
市场类,2,深圳,2019-04-28,26563-日本商务经理（深圳）
技术类,1,深圳,2019-04-28,25928-后台开发高级工程师（深圳）
技术类,1,深圳,2019-04-28,TEG03-高级爬虫工程师（深圳）
技术类,1,深圳,2019-04-28,25928-客户端开发高级工程师（深圳）
市场类,1,深圳,2019-04-28,26563-战略发展经理（深圳）
设计类,1,上海,2019-04-28,32032-资深游戏美术3D动画（上海）
市场类,2,深圳,2019-04-28,23292-互娱DNF内容经理（深圳）
客户服务类,6,深圳,2019-04-28,25925-大客户管家（深圳）
设计类,1,深圳,2019-04-28,15579-3D游戏特效设计（深圳）
技术类,1,深圳,2019-04-28,22989-腾讯云计费后台开发工程师（深圳）
技术类,1,上海,2019-04-28,25927-自动化测试架构师（上海）
技术类,1,北京,2019-04-28,WXG08-111 微信搜索推荐数据分析工程师（北京）
技术类,1,深圳,2019-04-28,25928-高级PC客户端开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云物联网产品总监/leader
技术类,1,深圳,2019-04-28,25928-高级3D引擎工程师 （深圳）
技术类,1,广州,2019-04-28,WXG03-212 小程序技术支持工程师（广州）
技术类,1,深圳,2019-04-28,WXG02-微信通话音频内核开发工程师（深圳/广州/北京/成都）
技术类,1,深圳,2019-04-28,30621-腾讯社交广告算法工程师（新闻视频广告 深圳）
技术类,1,深圳,2019-04-28,26699-智慧零售业务中心前端开发（深圳）
技术类,1,深圳,2019-04-28,25923-自研游戏技术运营工程师（深圳）
技术类,2,深圳,2019-04-28,15605-手游服务器开发工程师（深圳）
技术类,1,深圳,2019-04-28,TEG15-数据挖掘工程师（深圳）
技术类,1,深圳,2019-04-28,WXG01-117 微信Android开发工程师（深圳）
产品/项目类,1,北京,2019-04-28,15612-游戏运营（数据分析方向）
技术类,1,深圳,2019-04-28,TME-全民K歌平台基础后台工程师(深圳）
技术类,1,深圳,2019-04-28,TEG15-数据库研发高级工程师（深圳）
技术类,1,深圳,2019-04-28,25663-腾讯云国际业务技术咨询/实施专家（深圳）
技术类,2,深圳,2019-04-28,TEG13-数据挖掘算法工程师（深圳）
职能类,1,北京,2019-04-28,27259-法律研究员（北京）
产品/项目类,1,深圳,2019-04-28,30625-腾讯广告产品运营经理-（数据策略产品方向）
技术类,1,深圳,2019-04-28,TEG15-风控（海外）策略及数据分析工程师（深圳）
职能类,1,广州,2019-04-28,14376-政府关系经理（广州）
市场类,1,深圳,2019-04-28,23293-互娱品牌经理（棋牌类）
技术类,1,深圳,2019-04-28,25923-弹性计算研发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,PCG04-工程效率改进经理（深圳）
职能类,1,广州,2019-04-28,14376-文化福利经理（广州）
产品/项目类,1,深圳,2019-04-28,30625-腾讯广告KA效果电商行业运营经理
市场类,1,深圳,2019-04-28,25669-腾讯云合作运营经理（深圳）
市场类,1,上海,2019-04-28,30625-腾讯广告KA项目销售经理
技术类,1,深圳,2019-04-28,15851-游戏GPU系统工程师(深圳)
技术类,1,深圳,2019-04-28,22989-腾讯云存储COS后台研发工程师（深圳）
技术类,1,深圳,2019-04-28,22989-高级大数据开发工程师（深圳）
技术类,1,深圳,2019-04-28,25923-高级运维开发工程师（深圳）
技术类,1,深圳,2019-04-28,15851-游戏音频开发工程师（深圳）
技术类,1,深圳,2019-04-28,15851-游戏人工智能研究员（深圳）
设计类,1,广州,2019-04-28,WXG10-411 企业邮箱UI视觉设计师（广州）
技术类,7,深圳,2019-04-28,25664-公检法行业架构师（北京/深圳/广州/上海/成都）
职能类,1,深圳,2019-04-28,TA-领导力培训（深圳）
技术类,1,北京,2019-04-28,23671-企鹅号大数据研发工程师
技术类,2,成都,2019-04-28,15575-《王者荣耀》高级客户端开发工程师（成都）
技术类,1,深圳,2019-04-28,25923-大数据研发工程师（深圳）
技术类,1,深圳,2019-04-28,PCG04-高级测试开发工程师（深圳）
市场类,1,北京,2019-04-28,23295-互娱艺人选角合作经理（北京）
技术类,1,深圳,2019-04-28,30620-腾讯广告微信广告高级大数据开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,CSIG02-智慧社区产品经理（深圳）
技术类,1,深圳,2019-04-28,TEG13-数据挖掘工程师（深圳）
技术类,1,深圳,2019-04-28,18428-金融（银行）业务系统架构师
设计类,1,深圳,2019-04-28,18427-理财通视觉设计师
产品/项目类,1,深圳,2019-04-28,25664-腾讯云经营分析岗（深圳）
设计类,1,上海,2019-04-28,27193-互娱动画多媒体设计师（上海）
市场类,1,深圳,2019-04-28,18425-商业分析经理
技术类,1,深圳,2019-04-28,22989-腾讯云运营系统开发工程师（深圳）
技术类,1,深圳,2019-04-28,TEG05-Windows安全开发工程师（深圳）
技术类,2,上海,2019-04-28,PCG04-天天P图系统测试工程师（上海）
技术类,3,深圳,2019-04-28,21309-在线教育高级后台开发工程师（深圳）
设计类,1,上海,2019-04-28,24987-技术动画（上海）
技术类,1,深圳,2019-04-28,22989-数据建模师（深圳）
技术类,1,上海,2019-04-28,19157-政府安全合作项目技术咨询经理（上海）
技术类,1,深圳,2019-04-28,TEG02-海外网络运营工程师（深圳）
技术类,2,深圳,2019-04-28,25928-游戏引擎开发leader（深圳/上海）
技术类,2,深圳,2019-04-28,TEG02-网络运营服务工程师（深圳）
技术类,3,上海,2019-04-28,21229-运营开发工程师（上海）
市场类,2,杭州,2019-04-28,25666-华东区域销售（浙江）
市场类,1,深圳,2019-04-28,23295-互娱娱乐营销市场经理
技术类,1,广州,2019-04-28,WXG10-113 企业微信分布式架构后台开发工程师（广州）
技术类,1,深圳,2019-04-28,TEG02-数据分析工程师
市场类,3,深圳,2019-04-28,27016-高级商业分析经理（深圳）
技术类,2,深圳,2019-04-28,22989-腾讯云高级数据分析师
技术类,1,上海,2019-04-28,25924-互娱游戏网站运维工程师（上海）
技术类,1,深圳,2019-04-28,TEG06-高级应用开发工程师（Java/Golang/PHP）(深圳)
技术类,1,深圳,2019-04-28,22989-腾讯云中间件产品架构师（深圳）
技术类,1,深圳,2019-04-28,TEG02-运营质量工程师（深圳）
技术类,2,深圳,2019-04-28,27092-商业化C/C++后台开发高级工程师（深圳）
技术类,2,深圳,2019-04-28,TEG13-大数据开发工程师（深圳）
市场类,3,深圳,2019-04-28,25667-运营商渠道销售
产品/项目类,1,深圳,2019-04-28,22989-腾讯云中间件产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,28936-高级移动游戏平台渠道经理（深圳）
产品/项目类,1,深圳,2019-04-28,28936-海外手游区域运营经理（深圳）
技术类,1,深圳,2019-04-28,PCG14-应用宝后台开发（深圳）
市场类,1,广州,2019-04-28,WXG10-322 企业微信渠道经理（广州）
技术类,1,深圳,2019-04-28,TEG02-网络运营架构师（深圳）
设计类,1,深圳,2019-04-28,24491-资深角色原画设计师(深圳)
设计类,1,深圳,2019-04-28,27193-互娱创意指导（深圳）
技术类,1,深圳,2019-04-28,25924-Web高级开发工程师
技术类,1,深圳,2019-04-28,TEG02-高级网络运营工程师DCI（深圳）
技术类,1,深圳,2019-04-28,TEG02-网络管控系统后台开发工程师（深圳）
产品/项目类,2,深圳,2019-04-28,22989-大数据人工智能产品项目经理
技术类,2,深圳,2019-04-28,TEG02-云业务保障工程师（深圳）
技术类,1,深圳,2019-04-28,25925-运营开发工程师（深圳）
技术类,1,上海,2019-04-28,30361-深度学习（图像处理）研发工程师（上海）
技术类,1,深圳,2019-04-28,28937-高级游戏引擎开发工程师（深圳）
市场类,1,贵阳,2019-04-28,25666-腾讯云西南区域销售（贵阳）
技术类,1,深圳,2019-04-28,TEG02-高级网络运营工程师DC（深圳）
产品/项目类,2,深圳,2019-04-28,30621-腾讯社交广告商业平台产品经理(新闻视频广告 深圳）
市场类,2,深圳,2019-04-28,23295-互娱媒介经理（深圳）
产品/项目类,1,深圳,2019-04-28,27092-腾讯效果广告-商业策略高级产品经理（深圳）
市场类,1,南宁,2019-04-28,25666-腾讯云西南区域销售（广西）
技术类,1,北京,2019-04-28,CSIG16-腾讯地图渲染引擎算法工程师
产品/项目类,1,广州,2019-04-28,WXG10-212 企业微信第三方产品策划经理（广州）
技术类,1,北京,2019-04-28,CSIG16-腾讯地图服务和客户端引擎数据编译架构师
技术类,2,昆明,2019-04-28,26381-腾云后台工程师（合资公司编制-昆明）
技术类,1,深圳,2019-04-28,TEG07-Android开发工程师（深圳）
市场类,3,深圳,2019-04-28,23294-互娱品牌经理（深圳）
技术类,2,深圳,2019-04-28,25923-平台运维工程师（深圳）
技术类,1,北京,2019-04-28,CSIG16-腾讯地图在线导航服务和策略算法工程师
技术类,2,昆明,2019-04-28,26381-腾云前端工程师（合资公司编制-云南）
市场类,1,深圳,2019-04-28,23293-互娱王者荣耀高级品牌经理（深圳）
市场类,1,深圳,2019-04-28,23293-互娱品牌经理（深圳）
技术类,1,深圳,2019-04-28,TEG12-平台运营经理（深圳）
技术类,1,深圳,2019-04-28,TME-腾讯音乐音质检测与评估算法工程师（深圳）
设计类,2,深圳,2019-04-28,30933-王者荣耀全球版-手游资深特效设计师(深圳)
技术类,1,深圳,2019-04-28,WXG02-133 微信小游戏高级运维工程师（广州/深圳）
市场类,1,北京,2019-04-28,30632-腾讯广告生态合作运营经理
技术类,1,深圳,2019-04-28,TEG02-网络管理平台资深架构师（深圳）
技术类,3,深圳,2019-04-28,26699-智慧零售后台研发工程师（深圳/上海）
技术类,1,深圳,2019-04-28,25923-Python高级工程师（深圳）
产品/项目类,1,深圳,2019-04-28,27092-应用宝商业化游戏合作运营（深圳）
技术类,2,深圳,2019-04-28,22989-服务器系统工程师（机型选型方向）
技术类,1,上海,2019-04-28,25927-游戏性评测工程师（上海）
技术类,1,深圳,2019-04-28,25923-数据分析平台开发工程师（Python）（深圳）
技术类,1,上海,2019-04-28,25928-高级游戏前台开发工程师（上海）
技术类,1,上海,2019-04-28,15614-SLG手游后台开发工程师（上海）
产品/项目类,1,上海,2019-04-28,25927-先游高级产品经理（上海）
技术类,1,深圳,2019-04-28,TME-全民K歌web前端工程师（深圳）
职能类,1,深圳,2019-04-28,18914-秘书
设计类,1,上海,2019-04-28,15614-SLG手游3D特效设计师（上海）
技术类,1,深圳,2019-04-28,25926-后台开发工程师（深圳）
技术类,1,上海,2019-04-28,25927-移动游戏高级测试开发工程师（上海）
技术类,1,深圳,2019-04-28,25924-运营平台架构师（深圳）
技术类,1,广州,2019-04-28,WXG02-122 微信监控平台算法工程师（广州）
产品/项目类,1,深圳,2019-04-28,TME-QQ音乐开放平台产品策划（深圳）
技术类,1,广州,2019-04-28,WXG02-113 微信后台开发工程师(广州）
产品/项目类,3,成都,2019-04-28,17759-腾讯视频安全平台产品经理
技术类,1,广州,2019-04-28,WXG02-113 微信监控平台后台开发工程师（广州）
技术类,2,广州,2019-04-28,WXG02-115 微信运营平台web前端工程师（广州）
技术类,1,深圳,2019-04-28,TEG15-密码学信息安全工程师（深圳）
技术类,1,广州,2019-04-28,WXG02-113 微信后台高级工程师（广州）
产品/项目类,1,深圳,2019-04-28,23294-赛事直播高级产品经理(深圳)
职能类,1,深圳,2019-04-28,21530-腾讯音乐高级人力规划经理（深圳）
职能类,2,北京,2019-04-28,27261-高级舆情研究员
产品/项目类,1,深圳,2019-04-28,22989-腾讯云资源成本数据运营（深圳）
市场类,2,上海,2019-04-28,25666-华东区域销售总监/组长(上海)
技术类,2,深圳,2019-04-28,TEG02-PHP开发工程师（深圳）
市场类,1,深圳,2019-04-28,30630-腾讯广告商业分析（产品技术）（深圳/上海）
产品/项目类,1,北京,2019-04-28,CSIG16-地图数据工艺高级产品经理
技术类,2,深圳,2019-04-28,22989-腾讯云资源成本运营规划（技术架构优化方向）
技术类,1,深圳,2019-04-28,TEG02-网络工程管理工程师（深圳）
技术类,1,深圳,2019-04-28,25927-游戏测试经理（深圳）
产品/项目类,1,北京,2019-04-28,CSIG16-车联网大数据及算法产品经理
产品/项目类,1,深圳,2019-04-28,PCG14-应用宝合作运营产品策划（深圳）
技术类,1,深圳,2019-04-28,25924-大数据平台开发工程师（深圳）
设计类,1,深圳,2019-04-28,15605-火影忍者ACT手游UI设计(深圳）
技术类,1,深圳,2019-04-28,25927-游戏测试经理（深圳）
产品/项目类,1,深圳,2019-04-28,EC-编程教育课程设计专员（深圳）
产品/项目类,1,深圳,2019-04-28,HY3-虚拟偶像动画导演（深圳）
产品/项目类,1,深圳,2019-04-28,HY3-虚拟偶像文学编剧（深圳）
技术类,1,深圳,2019-04-28,18436-大数据开发高级工程师（深圳）
职能类,2,深圳,2019-04-28,CB-薪酬福利经理（深圳）
产品/项目类,1,深圳,2019-04-28,TEG02-网管产品经理（深圳）
产品/项目类,1,北京,2019-04-28,30625-腾讯广告金融行业广告运营（北京）
设计类,1,深圳,2019-04-28,20742-高级（专家级）3D角色设计师（深圳）
设计类,1,深圳,2019-04-28,20742-高级（专家级）概念原画设计师（深圳）
技术类,1,深圳,2019-04-28,22850-腾讯视频会员数据分析工程师（深圳）
技术类,1,上海,2019-04-28,19332-自然语言处理工程师（上海）
设计类,1,深圳,2019-04-28,20742-资深（专家）3D特效设计师（深圳）
设计类,1,深圳,2019-04-28,20742-高级（专家级）3D场景设计师（深圳）
职能类,2,深圳,2019-04-28,AQ-法律合作研究经理（深圳）
职能类,3,深圳,2019-04-28,21527-腾讯音乐内部审计师（深圳）
设计类,1,深圳,2019-04-28,20742-资深（专家）游戏技术美术（深圳）
产品/项目类,1,深圳,2019-04-28,15851-游戏研发项目管理（深圳）
产品/项目类,1,深圳,2019-04-28,CSIG02-腾讯云旅游行业高级运营经理（深圳）
产品/项目类,1,北京,2019-04-28,CSIG16-合作产品负责人
技术类,1,深圳,2019-04-28,PCG04-JAVA客户端开发（深圳）
设计类,1,深圳,2019-04-28,20742-资深（专家）游戏技术美术总监（深圳）
技术类,2,深圳,2019-04-28,TEG02-网管系统后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,25923-C++后台开发工程师（深圳）
技术类,1,北京,2019-04-28,CSIG16-地图数据系统架构高级工程师
技术类,1,广州,2019-04-28,WXG03-115 小程序开发工具链前端开发（广州）
产品/项目类,1,上海,2019-04-28,15573-全球化SLG活动策划（上海）
产品/项目类,1,上海,2019-04-28,15573-SLG手游运营经理（上海）
技术类,1,深圳,2019-04-28,25924-自然语言处理高级算法工程师（深圳）
设计类,1,深圳,2019-04-28,CSIG07-桌面安全产品部视觉设计师（深圳）
产品/项目类,2,上海,2019-04-28,15573-全球化SLG商业化策划(上海)
产品/项目类,1,上海,2019-04-28,15573-《乱世王者》资深活动策划（上海）
技术类,1,深圳,2019-04-28,21557-音视频实验室视频内核专家（深圳/北京/美国）
产品/项目类,1,北京,2019-04-28,22850-腾讯视频会员数据产品经理（北京）
产品/项目类,1,深圳,2019-04-28,HY6-互娱高级产品运营经理（深圳）
技术类,1,深圳,2019-04-28,30622-腾讯广告后台开发工程师（QQ广告 深圳）
职能类,1,深圳,2019-04-28,27441-投资系统运营分析经理（深圳）
产品/项目类,3,深圳,2019-04-28,TME-全民K歌直播内容运营（深圳）
产品/项目类,1,深圳,2019-04-28,TME-全民K歌国际版产品运营（深圳）
技术类,1,深圳,2019-04-28,HY6-互娱后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,TEG03-海量计算组组长（深圳）
产品/项目类,3,北京,2019-04-28,32270-企鹅影视自制综艺节目制片人
产品/项目类,1,北京,2019-04-28,30625-腾讯广告KA电商广告产品运营经理（北京）
市场类,1,北京,2019-04-28,23295-互娱娱乐营销商务经理（北京）
技术类,1,深圳,2019-04-28,25928-Web前端开发工程师（深圳）
技术类,1,深圳,2019-04-28,27092-应用宝web前端开发工程师（深圳）
技术类,1,深圳,2019-04-28,PCG04-无线过程改进工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21309-腾讯课堂设计培训类目经理（深圳）
职能类,1,北京,2019-04-28,AQ-法律研究合作经理（北京）
技术类,2,深圳,2019-04-28,25926-机器学习算法高级工程师
技术类,3,上海,2019-04-28,21229-游戏客户端开发工程师（上海）
产品/项目类,1,深圳,2019-04-28,30620-腾讯广告网服行业运营经理（微信广告 深圳）
产品/项目类,1,深圳,2019-04-28,21309-IT类目经理（深圳）
技术类,3,上海,2019-04-28,15573-新侠风MMORPG手游客户端开发高级工程师（上海）
技术类,1,深圳,2019-04-28,27216-腾讯乘车码开发工程师（深圳）
技术类,1,北京,2019-04-28,CSIG16-自动驾驶控制算法工程师（北京）
产品/项目类,1,深圳,2019-04-28,TME-全民K歌活动运营（深圳）
技术类,1,深圳,2019-04-28,25928-高级移动客户端开发工程师（深圳）
技术类,3,深圳,2019-04-28,TME-腾讯音乐专项测试开发工程师（深圳）
技术类,5,深圳,2019-04-28,TEG02-loRa网络研发工程师（深圳）
技术类,1,广州,2019-04-28,WXG10-112 企业微信运营开发工程师（广州）
市场类,2,深圳,2019-04-28,23294-互娱品牌组长（深圳）
职能类,1,深圳,2019-04-28,FWZ-诉讼律师（深圳）
技术类,1,深圳,2019-04-28,WXG08-113 大数据平台开发工程师（深圳）
产品/项目类,1,北京,2019-04-28,21309-初高中英语教研教学老师（北京）
产品/项目类,1,深圳,2019-04-28,21309-企鹅辅导社群运营经理
产品/项目类,2,深圳,2019-04-28,23295-互娱移动游戏社区产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,18796-产品经理(深圳）
产品/项目类,1,北京,2019-04-28,21309-初中数学教研教学老师（北京）
技术类,2,深圳,2019-04-28,18428-腾讯金融业务后台研发工程师(深圳)
